"","word","freq"
"coming to the","coming to the",9
"coming up with","coming up with",9
"contact with the","contact with the",9
"contract with the","contract with the",9
"couple of the","couple of the",9
"course of the","course of the",9
"created by the","created by the",9
"critics of the","critics of the",9
"dancing with the","dancing with the",9
"day and i","day and i",9
"days after the","days after the",9
"days before the","days before the",9
"deal with a","deal with a",9
"dealing with the","dealing with the",9
"decided to use","decided to use",9
"depends on the","depends on the",9
"deserves to be","deserves to be",9
"designed to provide","designed to provide",9
"did not want","did not want",9
"did you ever","did you ever",9
"didn't like the","didn't like the",9
"different from the","different from the",9
"do a lot","do a lot",9
"do i know","do i know",9
"do just that","do just that",9
"do the work","do the work",9
"do you like","do you like",9
"don't even know","don't even know",9
"don't have any","don't have any",9
"don't think i","don't think i",9
"don't think i've","don't think i've",9
"done with the","done with the",9
"done28099t know about","done28099t know about",9
"down at the","down at the",9
"down the stairs","down the stairs",9
"drawn to the","drawn to the",9
"during world war","during world war",9
"each of them","each of them",9
"each one of","each one of",9
"en route to","en route to",9
"end of last","end of last",9
"ends of the","ends of the",9
"enough to know","enough to know",9
"even with the","even with the",9
"ever going to","ever going to",9
"exactly the same","exactly the same",9
"fact that they","fact that they",9
"far away from","far away from",9
"feel sorry for","feel sorry for",9
"few days later","few days later",9
"first quarter of","first quarter of",9
"first round of","first round of",9
"five years ago","five years ago",9
"for a change","for a change",9
"for a number","for a number",9
"for a quick","for a quick",9
"for a small","for a small",9
"for a variety","for a variety",9
"for each of","for each of",9
"for several years","for several years",9
"for the entire","for the entire",9
"for the good","for the good",9
"for the job","for the job",9
"for the long","for the long",9
"for the summer","for the summer",9
"for the two","for the two",9
"for three years","for three years",9
"for us and","for us and",9
"for you i","for you i",9
"for you this","for you this",9
"forward to a","forward to a",9
"found on the","found on the",9
"found that the","found that the",9
"four or five","four or five",9
"from now on","from now on",9
"from the rest","from the rest",9
"from the time","from the time",9
"from the us","from the us",9
"from what i","from what i",9
"front of him","front of him",9
"get a chance","get a chance",9
"get it out","get it out",9
"get up and","get up and",9
"get used to","get used to",9
"go back and","go back and",9
"go through the","go through the",9
"go to school","go to school",9
"go to sleep","go to sleep",9
"goes on to","goes on to",9
"going to play","going to play",9
"good idea to","good idea to",9
"good luck to","good luck to",9
"good news for","good news for",9
"got to do","got to do",9
"grateful for the","grateful for the",9
"had lots of","had lots of",9
"had one of","had one of",9
"had to make","had to make",9
"happy to have","happy to have",9
"happy with the","happy with the",9
"hard to imagine","hard to imagine",9
"has had the","has had the",9
"have already been","have already been",9
"have an opportunity","have an opportunity",9
"have been at","have been at",9
"have had the","have had the",9
"have never had","have never had",9
"have not yet","have not yet",9
"have time to","have time to",9
"have tried to","have tried to",9
"having a great","having a great",9
"he added that","he added that",9
"he asked me","he asked me",9
"he called the","he called the",9
"he could have","he could have",9
"he declined to","he declined to",9
"he has had","he has had",9
"he is in","he is in",9
"he needed to","he needed to",9
"he said his","he said his",9
"he was able","he was able",9
"he was just","he was just",9
"he was very","he was very",9
"he's one of","he's one of",9
"heading into the","heading into the",9
"hear from you","hear from you",9
"heard about the","heard about the",9
"hee28099s going to","hee28099s going to",9
"him and his","him and his",9
"his face and","his face and",9
"his way to","his way to",9
"hope that the","hope that the",9
"hope you all","hope you all",9
"hope you enjoy","hope you enjoy",9
"hope you had","hope you had",9
"hope you have","hope you have",9
"how it goes","how it goes",9
"how long it","how long it",9
"how much they","how much they",9
"how we can","how we can",9
"i agree with","i agree with",9
"i am glad","i am glad",9
"i am grateful","i am grateful",9
"i am with","i am with",9
"i came to","i came to",9
"i can help","i can help",9
"i can think","i can think",9
"i could get","i could get",9
"i did have","i did have",9
"i didn't realize","i didn't realize",9
"i do want","i do want",9
"i don't wanna","i don't wanna",9
"i feel a","i feel a",9
"i feel the","i feel the",9
"i found out","i found out",9
"i have already","i have already",9
"i have heard","i have heard",9
"i highly recommend","i highly recommend",9
"i hope i","i hope i",9
"i hope it","i hope it",9
"i just finished","i just finished",9
"i just hope","i just hope",9
"i know some","i know some",9
"i know there","i know there",9
"i know they","i know they",9
"i left the","i left the",9
"i love about","i love about",9
"i made for","i made for",9
"i really hope","i really hope",9
"i remember the","i remember the",9
"i say that","i say that",9
"i see a","i see a",9
"i tend to","i tend to",9
"i think its","i think its",9
"i thought of","i thought of",9
"i told you","i told you",9
"i used my","i used my",9
"i wake up","i wake up",9
"i want my","i want my",9
"i was quite","i was quite",9
"i was reminded","i was reminded",9
"i was walking","i was walking",9
"i was watching","i was watching",9
"i wasn't sure","i wasn't sure",9
"i went back","i went back",9
"i will let","i will let",9
"i would get","i would get",9
"i would take","i would take",9
"i wouldn't be","i wouldn't be",9
"i wouldn't have","i wouldn't have",9
"i've had a","i've had a",9
"if i ever","if i ever",9
"if i would","if i would",9
"if it's not","if it's not",9
"if not the","if not the",9
"if they don't","if they don't",9
"if they had","if they had",9
"if you give","if you give",9
"if you go","if you go",9
"if you're in","if you're in",9
"image of the","image of the",9
"in a car","in a car",9
"in addition the","in addition the",9
"in at least","in at least",9
"in danger of","in danger of",9
"in her own","in her own",9
"in his book","in his book",9
"in lieu of","in lieu of",9
"in life is","in life is",9
"in need of","in need of",9
"in new hampshire","in new hampshire",9
"in one day","in one day",9
"in some way","in some way",9
"in that case","in that case",9
"in the 2012","in the 2012",9
"in the district","in the district",9
"in the freezer","in the freezer",9
"in the local","in the local",9
"in the most","in the most",9
"in the number","in the number",9
"in the open","in the open",9
"in the quarter","in the quarter",9
"in the shop","in the shop",9
"in the video","in the video",9
"in the window","in the window",9
"in the year","in the year",9
"in with a","in with a",9
"information on the","information on the",9
"into the air","into the air",9
"is a huge","is a huge",9
"is a pretty","is a pretty",9
"is a small","is a small",9
"is able to","is able to",9
"is actually a","is actually a",9
"is also an","is also an",9
"is coming up","is coming up",9
"is considered a","is considered a",9
"is dedicated to","is dedicated to",9
"is difficult to","is difficult to",9
"is exactly what","is exactly what",9
"is gonna be","is gonna be",9
"is it just","is it just",9
"is just the","is just the",9
"is known for","is known for",9
"is looking to","is looking to",9
"is more important","is more important",9
"is not always","is not always",9
"is not on","is not on",9
"is not what","is not what",9
"is now the","is now the",9
"is ready to","is ready to",9
"is the main","is the main",9
"is the worst","is the worst",9
"is what you","is what you",9
"is where you","is where you",9
"is working with","is working with",9
"it and then","it and then",9
"it could have","it could have",9
"it easier for","it easier for",9
"it into a","it into a",9
"it is difficult","it is difficult",9
"it is hard","it is hard",9
"it is more","it is more",9
"it is possible","it is possible",9
"it is that","it is that",9
"it may have","it may have",9
"it off with","it off with",9
"it reminded me","it reminded me",9
"it reminds me","it reminds me",9
"it so i","it so i",9
"it up for","it up for",9
"it up in","it up in",9
"it was awesome","it was awesome",9
"it was probably","it was probably",9
"it when i","it when i",9
"it will not","it will not",9
"it with the","it with the",9
"it wone28099t be","it wone28099t be",9
"it's all about","it's all about",9
"it's gonna be","it's gonna be",9
"it's important to","it's important to",9
"it's not as","it's not as",9
"job is to","job is to",9
"just a bit","just a bit",9
"just a couple","just a couple",9
"just before the","just before the",9
"just know that","just know that",9
"just one more","just one more",9
"kind of like","kind of like",9
"know about you","know about you",9
"know i am","know i am",9
"know more about","know more about",9
"know this is","know this is",9
"know why i","know why i",9
"knowledge of the","knowledge of the",9
"known for its","known for its",9
"last month that","last month that",9
"last three years","last three years",9
"last weekend i","last weekend i",9
"last year at","last year at",9
"last year that","last year that",9
"lemon juice and","lemon juice and",9
"let it go","let it go",9
"let's do this","let's do this",9
"life and the","life and the",9
"life in the","life in the",9
"like i did","like i did",9
"like it was","like it was",9
"like the idea","like the idea",9
"like this one","like this one",9
"line in the","line in the",9
"little or no","little or no",9
"little time to","little time to",9
"long list of","long list of",9
"look at my","look at my",9
"looking for something","looking for something",9
"looking to get","looking to get",9
"lot of fun","lot of fun",9
"lots of people","lots of people",9
"made it a","made it a",9
"make a decision","make a decision",9
"make it easier","make it easier",9
"make it happen","make it happen",9
"make it more","make it more",9
"make sure the","make sure the",9
"makes for a","makes for a",9
"man in a","man in a",9
"many years ago","many years ago",9
"may well be","may well be",9
"me a little","me a little",9
"me how to","me how to",9
"me if you","me if you",9
"me in a","me in a",9
"me on my","me on my",9
"members of congress","members of congress",9
"might not have","might not have",9
"million a year","million a year",9
"million in the","million in the",9
"minutes of the","minutes of the",9
"missed out on","missed out on",9
"more information call","more information call",9
"more than 1","more than 1",9
"more than 200","more than 200",9
"more than once","more than once",9
"more than three","more than three",9
"move on to","move on to",9
"much as the","much as the",9
"much as you","much as you",9
"my head i","my head i",9
"my heart is","my heart is",9
"my wife and","my wife and",9
"need to keep","need to keep",9
"need to look","need to look",9
"never had the","never had the",9
"none of us","none of us",9
"not because of","not because of",9
"not the same","not the same",9
"not to have","not to have",9
"not trying to","not trying to",9
"now i just","now i just",9
"now is the","now is the",9
"now it is","now it is",9
"now we are","now we are",9
"occupy wall street","occupy wall street",9
"of a better","of a better",9
"of a city","of a city",9
"of a great","of a great",9
"of all i","of all i",9
"of all this","of all this",9
"of course a","of course a",9
"of course you","of course you",9
"of having a","of having a",9
"of its own","of its own",9
"of me and","of me and",9
"of me i","of me i",9
"of san francisco","of san francisco",9
"of some kind","of some kind",9
"of the 20th","of the 20th",9
"of the bill","of the bill",9
"of the current","of the current",9
"of the morning","of the morning",9
"of the north","of the north",9
"of the players","of the players",9
"of the process","of the process",9
"of the reason","of the reason",9
"of the state's","of the state's",9
"of the town","of the town",9
"of the war","of the war",9
"of the whole","of the whole",9
"of the work","of the work",9
"of them have","of them have",9
"of things that","of things that",9
"of this blog","of this blog",9
"of this post","of this post",9
"of up to","of up to",9
"of what happened","of what happened",9
"of what he","of what he",9
"of what the","of what the",9
"of your favorite","of your favorite",9
"off at the","off at the",9
"off on the","off on the",9
"off the field","off the field",9
"officials said the","officials said the",9
"ohio department of","ohio department of",9
"oil and gas","oil and gas",9
"on a recent","on a recent",9
"on a regular","on a regular",9
"on a single","on a single",9
"on friday night","on friday night",9
"on it i","on it i",9
"on its own","on its own",9
"on monday the","on monday the",9
"on my list","on my list",9
"on our way","on our way",9
"on the cover","on the cover",9
"on the job","on the job",9
"on the screen","on the screen",9
"on the sidewalk","on the sidewalk",9
"on the streets","on the streets",9
"on the weekend","on the weekend",9
"on this day","on this day",9
"on this website","on this website",9
"once upon a","once upon a",9
"once you get","once you get",9
"one another and","one another and",9
"one of several","one of several",9
"only thing i","only thing i",9
"open to the","open to the",9
"or even a","or even a",9
"or not the","or not the",9
"or the other","or the other",9
"other than the","other than the",9
"out in a","out in a",9
"out the window","out the window",9
"over my head","over my head",9
"owned by the","owned by the",9
"part of her","part of her",9
"part of their","part of their",9
"part of your","part of your",9
"participant in the","participant in the",9
"pay attention to","pay attention to",9
"percent from the","percent from the",9
"plenty of time","plenty of time",9
"president and ceo","president and ceo",9
"president barack obama's","president barack obama's",9
"pretending to be","pretending to be",9
"prior to the","prior to the",9
"probably would have","probably would have",9
"put together a","put together a",9
"quarter of the","quarter of the",9
"really going to","really going to",9
"reason why i","reason why i",9
"remain in the","remain in the",9
"removed from the","removed from the",9
"responded to a","responded to a",9
"right now it","right now it",9
"right out of","right out of",9
"right thing to","right thing to",9
"round of the","round of the",9
"said he did","said he did",9
"said he doesn't","said he doesn't",9
"said i was","said i was",9
"said the city","said the city",9
"san francisco and","san francisco and",9
"say it was","say it was",9
"say thank you","say thank you",9
"say that it","say that it",9
"school in the","school in the",9
"see a lot","see a lot",9
"see what i","see what i",9
"sent to the","sent to the",9
"she has to","she has to",9
"she said it","she said it",9
"she was also","she was also",9
"should be the","should be the",9
"should have to","should have to",9
"since the beginning","since the beginning",9
"since the last","since the last",9
"sit on the","sit on the",9
"small group of","small group of",9
"so close to","so close to",9
"so glad i","so glad i",9
"so i don't","so i don't",9
"so i would","so i would",9
"so instead of","so instead of",9
"so many things","so many things",9
"so there is","so there is",9
"something in the","something in the",9
"something that is","something that is",9
"soon as possible","soon as possible",9
"sorry to hear","sorry to hear",9
"spend a lot","spend a lot",9
"spokeswoman for the","spokeswoman for the",9
"spread the word","spread the word",9
"st patrick's day","st patrick's day",9
"stand up to","stand up to",9
"stay away from","stay away from",9
"stay in the","stay in the",9
"take some time","take some time",9
"taking advantage of","taking advantage of",9
"talking about a","talking about a",9
"talking about how","talking about how",9
"tend to be","tend to be",9
"that day i","that day i",9
"that for a","that for a",9
"that he and","that he and",9
"that i cane28099t","that i cane28099t",9
"that i didne28099t","that i didne28099t",9
"that i feel","that i feel",9
"that i just","that i just",9
"that i know","that i know",9
"that i needed","that i needed",9
"that i really","that i really",9
"that i should","that i should",9
"that i wasn't","that i wasn't",9
"that is so","that is so",9
"that is still","that is still",9
"that is to","that is to",9
"that may have","that may have",9
"that more than","that more than",9
"that the two","that the two",9
"that the world","that the world",9
"that they do","that they do",9
"that was one","that was one",9
"that we had","that we had",9
"that when the","that when the",9
"that will help","that will help",9
"that's how i","that's how i",9
"that's why i","that's why i",9
"the 2012 season","the 2012 season",9
"the actions of","the actions of",9
"the area of","the area of",9
"the battle of","the battle of",9
"the benefits of","the benefits of",9
"the best for","the best for",9
"the civil rights","the civil rights",9
"the combination of","the combination of",9
"the coming weeks","the coming weeks",9
"the company was","the company was",9
"the company will","the company will",9
"the content of","the content of",9
"the country illegally","the country illegally",9
"the court of","the court of",9
"the dance floor","the dance floor",9
"the days of","the days of",9
"the death penalty","the death penalty",9
"the discovery of","the discovery of",9
"the early days","the early days",9
"the event was","the event was",9
"the exception of","the exception of",9
"the field of","the field of",9
"the first and","the first and",9
"the food and","the food and",9
"the front and","the front and",9
"the front door","the front door",9
"the gap between","the gap between",9
"the general assembly","the general assembly",9
"the general public","the general public",9
"the gift of","the gift of",9
"the god of","the god of",9
"the government of","the government of",9
"the hell is","the hell is",9
"the interests of","the interests of",9
"the issue is","the issue is",9
"the kids are","the kids are",9
"the latest in","the latest in",9
"the main character","the main character",9
"the main reason","the main reason",9
"the meaning of","the meaning of",9
"the men who","the men who",9
"the more i","the more i",9
"the new orleans","the new orleans",9
"the north and","the north and",9
"the other person","the other person",9
"the other way","the other way",9
"the outside of","the outside of",9
"the past week","the past week",9
"the people that","the people that",9
"the president and","the president and",9
"the previous year","the previous year",9
"the project is","the project is",9
"the queen of","the queen of",9
"the ranks of","the ranks of",9
"the reality is","the reality is",9
"the relationship between","the relationship between",9
"the results of","the results of",9
"the return of","the return of",9
"the right place","the right place",9
"the roof of","the roof of",9
"the san francisco","the san francisco",9
"the school district","the school district",9
"the sheriff's office","the sheriff's office",9
"the stanley cup","the stanley cup",9
"the stock market","the stock market",9
"the terms of","the terms of",9
"the theme of","the theme of",9
"the thing is","the thing is",9
"the time in","the time in",9
"the time that","the time that",9
"the top and","the top and",9
"the urge to","the urge to",9
"the us government","the us government",9
"the way back","the way back",9
"the way down","the way down",9
"the week i","the week i",9
"the west coast","the west coast",9
"the world series","the world series",9
"the wrong way","the wrong way",9
"their lives and","their lives and",9
"them for a","them for a",9
"there are only","there are only",9
"there had been","there had been",9
"there should be","there should be",9
"there was something","there was something",9
"there were only","there were only",9
"they can find","they can find",9
"they could be","they could be",9
"they decided to","they decided to",9
"they did in","they did in",9
"they had not","they had not",9
"they had the","they had the",9
"they may be","they may be",9
"they try to","they try to",9
"they used to","they used to",9
"they were not","they were not",9
"they would not","they would not",9
"things to do","things to do",9
"think i would","think i would",9
"third of the","third of the",9
"this blog post","this blog post",9
"this content is","this content is",9
"this in the","this in the",9
"this past weekend","this past weekend",9
"this point i","this point i",9
"this was my","this was my",9
"this was not","this was not",9
"this week to","this week to",9
"this year that","this year that",9
"though it is","though it is",9
"thought he was","thought he was",9
"tickets to the","tickets to the",9
"time at the","time at the",9
"time for me","time for me",9
"time in my","time in my",9
"time to go","time to go",9
"time to take","time to take",9
"time when the","time when the",9
"time with my","time with my",9
"time you get","time you get",9
"to accept the","to accept the",9
"to all who","to all who",9
"to attend the","to attend the",9
"to back up","to back up",9
"to be about","to be about",9
"to be heard","to be heard",9
"to be like","to be like",9
"to become more","to become more",9
"to bring a","to bring a",9
"to build the","to build the",9
"to buy the","to buy the",9
"to change or","to change or",9
"to comply with","to comply with",9
"to connect with","to connect with",9
"to continue to","to continue to",9
"to contribute to","to contribute to",9
"to determine whether","to determine whether",9
"to discuss the","to discuss the",9
"to get his","to get his",9
"to give us","to give us",9
"to have this","to have this",9
"to help people","to help people",9
"to it and","to it and",9
"to know about","to know about",9
"to know more","to know more",9
"to let it","to let it",9
"to live a","to live a",9
"to live and","to live and",9
"to make our","to make our",9
"to me it","to me it",9
"to name a","to name a",9
"to pay a","to pay a",9
"to play for","to play for",9
"to qualify for","to qualify for",9
"to raise the","to raise the",9
"to say but","to say but",9
"to say thank","to say thank",9
"to see in","to see in",9
"to see some","to see some",9
"to see who","to see who",9
"to sell the","to sell the",9
"to serve as","to serve as",9
"to share it","to share it",9
"to sit down","to sit down",9
"to soak up","to soak up",9
"to stand up","to stand up",9
"to stick to","to stick to",9
"to stop by","to stop by",9
"to take advantage","to take advantage",9
"to take her","to take her",9
"to take place","to take place",9
"to take some","to take some",9
"to take up","to take up",9
"to the american","to the american",9
"to the back","to the back",9
"to the beach","to the beach",9
"to the center","to the center",9
"to the finals","to the finals",9
"to the house","to the house",9
"to the level","to the level",9
"to the old","to the old",9
"to the park","to the park",9
"to the people","to the people",9
"to the person","to the person",9
"to the school","to the school",9
"to the south","to the south",9
"to the story","to the story",9
"to the time","to the time",9
"to tie the","to tie the",9
"to try it","to try it",9
"to understand that","to understand that",9
"to want to","to want to",9
"to watch it","to watch it",9
"to what you","to what you",9
"to work at","to work at",9
"to work together","to work together",9
"today in the","today in the",9
"together in a","together in a",9
"together with the","together with the",9
"too much time","too much time",9
"top of a","top of a",9
"toward the end","toward the end",9
"tribute to the","tribute to the",9
"two of my","two of my",9
"until the end","until the end",9
"until they are","until they are",9
"up and the","up and the",9
"up as the","up as the",9
"up from the","up from the",9
"up there with","up there with",9
"up to me","up to me",9
"us district judge","us district judge",9
"us know if","us know if",9
"us to the","us to the",9
"use it for","use it for",9
"use the word","use the word",9
"version of a","version of a",9
"versions of the","versions of the",9
"victory over the","victory over the",9
"vote on the","vote on the",9
"wake up in","wake up in",9
"want him to","want him to",9
"want to give","want to give",9
"want to help","want to help",9
"want to play","want to play",9
"want to use","want to use",9
"wanted to know","wanted to know",9
"wanted to share","wanted to share",9
"was a long","was a long",9
"was filled with","was filled with",9
"was founded in","was founded in",9
"was less than","was less than",9
"was meant to","was meant to",9
"was scheduled to","was scheduled to",9
"was time for","was time for",9
"way in which","way in which",9
"way to start","way to start",9
"we are looking","we are looking",9
"we are on","we are on",9
"we can all","we can all",9
"we can be","we can be",9
"we can't wait","we can't wait",9
"we continue to","we continue to",9
"we could get","we could get",9
"we did not","we did not",9
"we ended up","we ended up",9
"we get a","we get a",9
"we know it","we know it",9
"we like to","we like to",9
"we try to","we try to",9
"we were on","we were on",9
"we were so","we were so",9
"we will see","we will see",9
"we're trying to","we're trying to",9
"weeks before the","weeks before the",9
"well in the","well in the",9
"went to see","went to see",9
"were at the","were at the",9
"were in a","were in a",9
"were the only","were the only",9
"what about the","what about the",9
"what appeared to","what appeared to",9
"what can i","what can i",9
"what could be","what could be",9
"what he has","what he has",9
"what i did","what i did",9
"what i mean","what i mean",9
"when i go","when i go",9
"when i heard","when i heard",9
"when it came","when it came",9
"when we are","when we are",9
"when you want","when you want",9
"when you were","when you were",9
"where do you","where do you",9
"where i can","where i can",9
"where it was","where it was",9
"where they are","where they are",9
"where you are","where you are",9
"which of course","which of course",9
"who are in","who are in",9
"who came out","who came out",9
"who do not","who do not",9
"who grew up","who grew up",9
"who is also","who is also",9
"who wanted to","who wanted to",9
"who was a","who was a",9
"who was in","who was in",9
"who won the","who won the",9
"wide variety of","wide variety of",9
"will be added","will be added",9
"will be released","will be released",9
"will be very","will be very",9
"will come to","will come to",9
"will include a","will include a",9
"will let you","will let you",9
"will make it","will make it",9
"will never forget","will never forget",9
"with my mom","with my mom",9
"with respect to","with respect to",9
"with such a","with such a",9
"with the exception","with the exception",9
"with the right","with the right",9
"with them and","with them and",9
"with you in","with you in",9
"within a few","within a few",9
"women and children","women and children",9
"working on it","working on it",9
"world in which","world in which",9
"would be no","would be no",9
"would have had","would have had",9
"would have made","would have made",9
"would make it","would make it",9
"would want to","would want to",9
"would you do","would you do",9
"would you like","would you like",9
"year and the","year and the",9
"year it was","year it was",9
"you are an","you are an",9
"you are interested","you are interested",9
"you are on","you are on",9
"you are one","you are one",9
"you can go","you can go",9
"you can just","you can just",9
"you end up","you end up",9
"you know who","you know who",9
"you like it","you like it",9
"you read the","you read the",9
"you right now","you right now",9
"you see a","you see a",9
"you take a","you take a",9
"you tell me","you tell me",9
"you think the","you think the",9
"you try to","you try to",9
"you will never","you will never",9
"you're in the","you're in the",9
"10 of the","10 of the",8
"10 percent of","10 percent of",8
"2 tablespoons of","2 tablespoons of",8
"20 years of","20 years of",8
"50 percent of","50 percent of",8
"a better place","a better place",8
"a bill to","a bill to",8
"a bit different","a bit different",8
"a change of","a change of",8
"a city that","a city that",8
"a comment on","a comment on",8
"a contract with","a contract with",8
"a day after","a day after",8
"a difference in","a difference in",8
"a few people","a few people",8
"a film that","a film that",8
"a free agent","a free agent",8
"a girl who","a girl who",8
"a glimpse of","a glimpse of",8
"a goal of","a goal of",8
"a great week","a great week",8
"a heart attack","a heart attack",8
"a high level","a high level",8
"a home in","a home in",8
"a little boy","a little boy",8
"a little time","a little time",8
"a lot in","a lot in",8
"a lot less","a lot less",8
"a means for","a means for",8
"a measure of","a measure of",8
"a medium bowl","a medium bowl",8
"a mixture of","a mixture of",8
"a month or","a month or",8
"a news release","a news release",8
"a package of","a package of",8
"a quarter of","a quarter of",8
"a record of","a record of",8
"a reference to","a reference to",8
"a relationship with","a relationship with",8
"a second time","a second time",8
"a slew of","a slew of",8
"a string of","a string of",8
"a top priority","a top priority",8
"a very nice","a very nice",8
"a very small","a very small",8
"a very very","a very very",8
"a visit to","a visit to",8
"a wide variety","a wide variety",8
"a woman in","a woman in",8
"a young boy","a young boy",8
"about being a","about being a",8
"about the size","about the size",8
"about things that","about things that",8
"add to the","add to the",8
"admit that i","admit that i",8
"advantage of the","advantage of the",8
"advertising and linking","advertising and linking",8
"advertising fees by","advertising fees by",8
"after a couple","after a couple",8
"after it was","after it was",8
"ago when i","ago when i",8
"all around the","all around the",8
"all day and","all day and",8
"all in one","all in one",8
"all of their","all of their",8
"all over my","all over my",8
"all the new","all the new",8
"almost all of","almost all of",8
"already have a","already have a",8
"also had a","also had a",8
"also said he","also said he",8
"always looking for","always looking for",8
"am looking forward","am looking forward",8
"am not sure","am not sure",8
"amazon eu associates","amazon eu associates",8
"amazon eu this","amazon eu this",8
"amazonca amazoncouk amazonde","amazonca amazoncouk amazonde",8
"amazoncom amazonca amazoncouk","amazoncom amazonca amazoncouk",8
"amazoncouk amazonde amazonfr","amazoncouk amazonde amazonfr",8
"amazonde amazonfr amazonit","amazonde amazonfr amazonit",8
"amazones certain content","amazones certain content",8
"amazonfr amazonit and","amazonfr amazonit and",8
"amazonit and amazones","amazonit and amazones",8
"an hour to","an hour to",8
"and a great","and a great",8
"and after the","and after the",8
"and amazon eu","and amazon eu",8
"and amazones certain","and amazones certain",8
"and as the","and as the",8
"and charged with","and charged with",8
"and do not","and do not",8
"and enjoy a","and enjoy a",8
"and even a","and even a",8
"and every time","and every time",8
"and for a","and for a",8
"and found the","and found the",8
"and he did","and he did",8
"and i saw","and i saw",8
"and is subject","and is subject",8
"and it makes","and it makes",8
"and let me","and let me",8
"and linking to","and linking to",8
"and look at","and look at",8
"and made it","and made it",8
"and making sure","and making sure",8
"and many others","and many others",8
"and new york","and new york",8
"and not only","and not only",8
"and not to","and not to",8
"and place in","and place in",8
"and plans to","and plans to",8
"and return to","and return to",8
"and set aside","and set aside",8
"and stir until","and stir until",8
"and talk about","and talk about",8
"and the city","and the city",8
"and the last","and the last",8
"and the story","and the story",8
"and the three","and the three",8
"and then as","and then as",8
"and then it","and then it",8
"and then to","and then to",8
"and throughout the","and throughout the",8
"and told me","and told me",8
"and we had","and we had",8
"and we know","and we know",8
"and would be","and would be",8
"and you could","and you could",8
"andor amazon eu","andor amazon eu",8
"any of these","any of these",8
"any type of","any type of",8
"anyone in the","anyone in the",8
"appears on this","appears on this",8
"approach to the","approach to the",8
"are at least","are at least",8
"are easy to","are easy to",8
"are not alone","are not alone",8
"are not the","are not the",8
"are of course","are of course",8
"are unable to","are unable to",8
"are we going","are we going",8
"areas of the","areas of the",8
"as a good","as a good",8
"as he is","as he is",8
"as i could","as i could",8
"as i had","as i had",8
"as if he","as if he",8
"as if it","as if it",8
"as she is","as she is",8
"as she was","as she was",8
"as someone who","as someone who",8
"as we know","as we know",8
"as well so","as well so",8
"as well the","as well the",8
"ask for a","ask for a",8
"asked if i","asked if i",8
"aspects of the","aspects of the",8
"associated with the","associated with the",8
"associates programmes designed","associates programmes designed",8
"at 1 pm","at 1 pm",8
"at a party","at a party",8
"at all and","at all and",8
"at all but","at all but",8
"at all the","at all the",8
"at first i","at first i",8
"at least as","at least as",8
"at least six","at least six",8
"at least some","at least some",8
"at risk of","at risk of",8
"at the base","at the base",8
"at the first","at the first",8
"at the most","at the most",8
"at the national","at the national",8
"at this stage","at this stage",8
"attorney general's office","attorney general's office",8
"back in a","back in a",8
"back to his","back to his",8
"back to that","back to that",8
"back with a","back with a",8
"base of the","base of the",8
"based on their","based on their",8
"be a better","be a better",8
"be a very","be a very",8
"be described as","be described as",8
"be expected to","be expected to",8
"be included in","be included in",8
"be interested in","be interested in",8
"be prepared to","be prepared to",8
"be the end","be the end",8
"be trying to","be trying to",8
"be used in","be used in",8
"be with the","be with the",8
"be worth it","be worth it",8
"because he didn't","because he didn't",8
"because i can","because i can",8
"because i like","because i like",8
"because of what","because of what",8
"because we are","because we are",8
"been involved in","been involved in",8
"been waiting for","been waiting for",8
"been wanting to","been wanting to",8
"before and after","before and after",8
"being on the","being on the",8
"being out of","being out of",8
"being part of","being part of",8
"believe in the","believe in the",8
"birthday to my","birthday to my",8
"board of trustees","board of trustees",8
"bring myself to","bring myself to",8
"but i could","but i could",8
"but i knew","but i knew",8
"but i'm a","but i'm a",8
"but it's the","but it's the",8
"but ite28099s a","but ite28099s a",8
"but some of","but some of",8
"but they can","but they can",8
"but they have","but they have",8
"but they were","but they were",8
"but what about","but what about",8
"by advertising and","by advertising and",8
"by no means","by no means",8
"by the national","by the national",8
"call it a","call it a",8
"came back to","came back to",8
"came up to","came up to",8
"can be sure","can be sure",8
"can find a","can find a",8
"can i say","can i say",8
"can you believe","can you believe",8
"can't seem to","can't seem to",8
"case in point","case in point",8
"certain content that","certain content that",8
"chair of the","chair of the",8
"change or removal","change or removal",8
"changes to the","changes to the",8
"check out this","check out this",8
"chief of the","chief of the",8
"cinco de mayo","cinco de mayo",8
"clear that the","clear that the",8
"comes down to","comes down to",8
"comes from amazon","comes from amazon",8
"comfortable with the","comfortable with the",8
"condition of anonymity","condition of anonymity",8
"connected to the","connected to the",8
"content is provided","content is provided",8
"content that appears","content that appears",8
"could do it","could do it",8
"could end up","could end up",8
"could go on","could go on",8
"could have done","could have done",8
"could it be","could it be",8
"could make it","could make it",8
"cut out the","cut out the",8
"damage to the","damage to the",8
"dating back to","dating back to",8
"day i was","day i was",8
"day to all","day to all",8
"decided to give","decided to give",8
"defensive player of","defensive player of",8
"deserve to be","deserve to be",8
"did a lot","did a lot",8
"direction of the","direction of the",8
"do anything to","do anything to",8
"do it i","do it i",8
"do it in","do it in",8
"do not need","do not need",8
"do that i","do that i",8
"do what they","do what they",8
"do what you","do what you",8
"do you get","do you get",8
"does anyone know","does anyone know",8
"does not include","does not include",8
"don't have much","don't have much",8
